commit_id,timestamp,module_name,files_changed,loc_added,loc_deleted
2941a90,2026-01-09,FIFO,fifo_sync.v,13,2
2941a90,2026-01-09,AXI,axi_arbiter.v,30,12
6b15e2c,2026-01-09,Cache,tag_array.v,23,17
8133553,2026-01-09,AXI,axi_master.v,23,13
6b15e2c,2026-01-09,ALU,alu_div.v,36,18
8133553,2026-01-09,ControlUnit,power_ctrl.v,28,0
9cddeba,2026-01-10,DMA,desc_fetch.v,28,5
52d5f56,2026-01-11,Decoder,inst_decode.v,20,4
9f3adad,2026-01-11,BranchUnit,btb.v,22,6
ad81dd4,2026-01-12,ControlUnit,power_ctrl.v,15,7
69e86fe,2026-01-12,BranchUnit,btb.v,16,13
2b66463,2026-01-12,AXI,axi_arbiter.v,16,8
2b66463,2026-01-12,Cache,tag_array.v,40,13
4c3035d,2026-01-14,BranchUnit,bht.v,8,7
e2d95ac,2026-01-14,Decoder,decoder.v,17,0
84e5f50,2026-01-15,Decoder,inst_decode.v,8,7
84e5f50,2026-01-15,FIFO,fifo_sync.v,8,10
d9bf9cc,2026-01-15,ControlUnit,power_ctrl.v,22,2
6881189,2026-01-17,BranchUnit,branch_unit.v,21,8
9b6e894,2026-01-17,DMA,desc_fetch.v,34,8
dc41754,2026-01-17,DMA,dma_ctrl.v,7,11
c27fd8b,2026-01-18,AXI,axi_arbiter.v,24,13
294f1c9,2026-01-19,DMA,dma_ctrl.v,23,10
294f1c9,2026-01-19,BranchUnit,btb.v,34,15
d657e6f,2026-01-19,Cache,cache.v,36,6
d657e6f,2026-01-19,DMA,dma.v,34,14
d746c3b,2026-01-21,FIFO,fifo.v,4,0
0a4d0a4,2026-01-21,BranchUnit,bht.v,25,14
f2c0bf3,2026-01-21,Decoder,inst_decode.v,7,2
2bedec3,2026-01-22,ControlUnit,ctrl_unit.v,28,10
2bedec3,2026-01-22,AXI,axi_slave.v,34,10
946114f,2026-01-22,AXI,axi_arbiter.v,22,0
2bedec3,2026-01-22,ALU,alu.v,34,4
a98a458,2026-01-23,AXI,axi_slave.v,19,19
bc23fcc,2026-01-23,ALU,alu_mul.v,29,19
bc23fcc,2026-01-23,DMA,desc_fetch.v,27,7
dde2124,2026-01-23,Cache,tag_array.v,30,9
5813918,2026-01-24,Cache,tag_array.v,49,20
08084f0,2026-01-25,ControlUnit,ctrl_unit.v,17,3
08084f0,2026-01-25,BranchUnit,branch_unit.v,23,0
5b8e95a,2026-01-25,AXI,axi_arbiter.v,26,3
27885c7,2026-01-25,ControlUnit,fsm.v,0,9
27885c7,2026-01-25,BranchUnit,bht.v,20,10
d5c9cdf,2026-01-26,ALU,alu_div.v,25,9
d5c9cdf,2026-01-26,AXI,axi_arbiter.v,46,10
e86faeb,2026-01-27,Decoder,decoder.v,2,7
7fd2d9c,2026-01-27,AXI,axi_arbiter.v,42,3
7fd2d9c,2026-01-27,Decoder,inst_decode.v,10,7
9f46cda,2026-01-29,Decoder,inst_decode.v,22,0
9f46cda,2026-01-29,FIFO,fifo_sync.v,9,7
770f5b8,2026-01-29,AXI,axi_arbiter.v,38,4
9f46cda,2026-01-29,BranchUnit,branch_unit.v,36,7
34eee52,2026-01-30,AXI,axi_arbiter.v,28,10
b2b7014,2026-01-30,BranchUnit,branch_unit.v,28,16
282eff8,2026-01-31,BranchUnit,btb.v,20,11
c313a91,2026-01-31,AXI,axi_arbiter.v,26,4
c313a91,2026-01-31,FIFO,fifo.v,16,13
ae434a2,2026-01-31,ALU,alu_div.v,32,14
282eff8,2026-01-31,ALU,alu.v,33,2
c313a91,2026-01-31,ALU,alu_div.v,35,15
07455c4,2026-02-01,Decoder,decoder.v,0,0
ed509ec,2026-02-02,FIFO,fifo.v,10,6
2759a64,2026-02-02,BranchUnit,btb.v,43,5
35def0a,2026-02-03,AXI,axi_master.v,8,18
35def0a,2026-02-03,ALU,alu_div.v,37,11
1f4f87f,2026-02-03,AXI,axi_master.v,27,4
2cea1b0,2026-02-05,DMA,dma_ctrl.v,37,4
2cea1b0,2026-02-05,ALU,alu_mul.v,19,8
7f5badd,2026-02-05,FIFO,fifo_sync.v,22,5
97206d6,2026-02-06,FIFO,fifo_sync.v,30,0
850a615,2026-02-06,AXI,axi_master.v,5,3
fa1fcef,2026-02-07,Decoder,inst_decode.v,9,0
cc7e9a9,2026-02-07,DMA,dma_ctrl.v,28,19
cc7e9a9,2026-02-07,Decoder,inst_decode.v,28,10
cc7e9a9,2026-02-07,FIFO,fifo.v,42,0
fa1fcef,2026-02-07,Cache,cache.v,16,16
7f6fee4,2026-02-09,ALU,alu_mul.v,20,14
6b3cc11,2026-02-09,FIFO,fifo_sync.v,6,3
7f6fee4,2026-02-09,AXI,axi_slave.v,22,15
7f6fee4,2026-02-09,FIFO,fifo.v,14,6
fc8a8e1,2026-02-10,Decoder,decoder.v,22,2
4cc9c83,2026-02-11,BranchUnit,branch_unit.v,43,5
153ae30,2026-02-12,Decoder,inst_decode.v,14,19
8cb22c4,2026-02-12,ALU,alu_mul.v,18,19
155ab96,2026-02-13,FIFO,fifo_sync.v,35,0
3bcd4a4,2026-02-13,FIFO,fifo.v,13,6
3bcd4a4,2026-02-13,ALU,alu.v,18,17
3bcd4a4,2026-02-13,AXI,axi_master.v,28,18
46ed8bc,2026-02-15,DMA,dma_ctrl.v,24,7
ecbb6a5,2026-02-16,Decoder,decoder.v,25,0
f7886a2,2026-02-16,DMA,dma.v,34,0
9705164,2026-02-16,AXI,axi_slave.v,28,15
9705164,2026-02-16,ALU,alu_mul.v,38,4
3cb87d5,2026-02-18,DMA,desc_fetch.v,34,7
40d2369,2026-02-18,ControlUnit,ctrl_unit.v,16,10
40d2369,2026-02-18,FIFO,fifo_sync.v,0,12
40d2369,2026-02-18,Cache,cache.v,36,11
e916208,2026-02-18,BranchUnit,branch_unit.v,23,4
5eca2f6,2026-02-19,Decoder,decoder.v,22,0
5eca2f6,2026-02-19,AXI,axi_slave.v,27,11
4df921a,2026-02-20,BranchUnit,branch_unit.v,23,9
84df386,2026-02-21,Cache,cache.v,38,20
e32c262,2026-02-22,BranchUnit,bht.v,30,13
42d07e0,2026-02-23,ALU,alu_div.v,35,11
9fbc249,2026-02-23,BranchUnit,btb.v,21,4
10b051c,2026-02-24,DMA,desc_fetch.v,17,5
10b051c,2026-02-24,AXI,axi_master.v,27,14
10b051c,2026-02-24,Decoder,inst_decode.v,7,7
0415e21,2026-02-27,Decoder,inst_decode.v,25,3
de6d573,2026-02-27,Decoder,decoder.v,0,0
42244c5,2026-02-27,ControlUnit,power_ctrl.v,20,0
0415e21,2026-02-27,Cache,tag_array.v,36,18
989f2f7,2026-02-28,Decoder,inst_decode.v,31,5
989f2f7,2026-02-28,BranchUnit,branch_unit.v,8,11
989f2f7,2026-02-28,DMA,dma.v,25,7
5f61422,2026-02-28,ControlUnit,power_ctrl.v,0,3
